utterance_1,utterance_2,utterance_3,utterance_4,label,original
"[2, 1792, 536, 129, 3017, 2975, 5837, 5538, 6130, 2960, 3, 5]","[2, 129, 7544, 123, 123, 123, 134, 3, 129, 7544, 7010, 3, 5]","[2, 5593, 6216, 5678, 2950, 3, 1229, 3017, 2975, 5844, 2932, 5603, 3, 5]","[2, 1792, 129, 7544, 2921, 5753, 3, 129, 3017, 2975, 123, 123, 123, 134, 3, 6649, 7113, 123, 123, 123, 134, 3, 5]","[2, 536, 6848, 7671, 5453, 5450, 3125, 2935, 3, 5]",나 미친거 알고있는거 아니었니 [SEP] 
"[2, 129, 7544, 123, 123, 123, 134, 3, 129, 7544, 7010, 3, 5]","[2, 5593, 6216, 5678, 2950, 3, 1229, 3017, 2975, 5844, 2932, 5603, 3, 5]","[2, 1792, 129, 7544, 2921, 5753, 3, 129, 3017, 2975, 123, 123, 123, 134, 3, 6649, 7113, 123, 123, 123, 134, 3, 5]","[2, 536, 6848, 7671, 5453, 5450, 3125, 2935, 3, 5]","[2, 6215, 2996, 3204, 5592, 7387, 3, 6635, 2186, 2987, 3, 326, 3132, 5461, 2764, 3166, 2987, 1267, 7966, 2932, 3, 5]",창업일반이나 이런건 [SEP] 이따가 줄게 [SEP] 공용으로 하누게 뭐이ㅛ지 [SEP] 
"[2, 5593, 6216, 5678, 2950, 3, 1229, 3017, 2975, 5844, 2932, 5603, 3, 5]","[2, 1792, 129, 7544, 2921, 5753, 3, 129, 3017, 2975, 123, 123, 123, 134, 3, 6649, 7113, 123, 123, 123, 134, 3, 5]","[2, 536, 6848, 7671, 5453, 5450, 3125, 2935, 3, 5]","[2, 6215, 2996, 3204, 5592, 7387, 3, 6635, 2186, 2987, 3, 326, 3132, 5461, 2764, 3166, 2987, 1267, 7966, 2932, 3, 5]","[2, 581, 2369, 2943, 2931, 134, 3, 5]",너 천사야? [SEP] 
"[2, 1792, 129, 7544, 2921, 5753, 3, 129, 3017, 2975, 123, 123, 123, 134, 3, 6649, 7113, 123, 123, 123, 134, 3, 5]","[2, 536, 6848, 7671, 5453, 5450, 3125, 2935, 3, 5]","[2, 6215, 2996, 3204, 5592, 7387, 3, 6635, 2186, 2987, 3, 326, 3132, 5461, 2764, 3166, 2987, 1267, 7966, 2932, 3, 5]","[2, 581, 2369, 2943, 2931, 134, 3, 5]","[2, 723, 803, 2960, 1525, 5689, 141, 141, 3, 6653, 2963, 6215, 5491, 2947, 3, 5560, 1795, 2925, 2930, 5878, 3, 6266, 6851, 6461, 2764, 3010, 2987, 6999, 3, 1792, 4220, 7499, 3, 5763, 3, 5496, 6034, 2963, 6945, 6603, 3, 2186, 1621, 6860, 2186, 2987, 3, 6092, 3005, 326, 3325, 5547, 3, 2068, 3246, 2947, 6092, 1267, 3663, 2781, 134, 3, 5]",다 돕고 사는거지^^ [SEP] 그리거 창업 이거는 [SEP] 그렇게 안어려워서 [SEP] 뚝딱 끝내고 다른거 하능게 나아 [SEP] 아닠ㅌㅋㅋㅋㅋ [SEP] 뭐야ㅋㅋㅋㅋ [SEP] 운동 끝내거 6시 넘어서 [SEP] 줄 수 있는거 줄게 [SEP] 소공도 공통인가 [SEP] 임베는 소공 뭐뭐 해? [SEP] 
"[2, 536, 6848, 7671, 5453, 5450, 3125, 2935, 3, 5]","[2, 6215, 2996, 3204, 5592, 7387, 3, 6635, 2186, 2987, 3, 326, 3132, 5461, 2764, 3166, 2987, 1267, 7966, 2932, 3, 5]","[2, 581, 2369, 2943, 2931, 134, 3, 5]","[2, 723, 803, 2960, 1525, 5689, 141, 141, 3, 6653, 2963, 6215, 5491, 2947, 3, 5560, 1795, 2925, 2930, 5878, 3, 6266, 6851, 6461, 2764, 3010, 2987, 6999, 3, 1792, 4220, 7499, 3, 5763, 3, 5496, 6034, 2963, 6945, 6603, 3, 2186, 1621, 6860, 2186, 2987, 3, 6092, 3005, 326, 3325, 5547, 3, 2068, 3246, 2947, 6092, 1267, 3663, 2781, 134, 3, 5]","[2, 5496, 5511, 1169, 5488, 3151, 3606, 3173, 3, 5]",운동하지 말라고오옹ㅇ [SEP] 
"[2, 6215, 2996, 3204, 5592, 7387, 3, 6635, 2186, 2987, 3, 326, 3132, 5461, 2764, 3166, 2987, 1267, 7966, 2932, 3, 5]","[2, 581, 2369, 2943, 2931, 134, 3, 5]","[2, 723, 803, 2960, 1525, 5689, 141, 141, 3, 6653, 2963, 6215, 5491, 2947, 3, 5560, 1795, 2925, 2930, 5878, 3, 6266, 6851, 6461, 2764, 3010, 2987, 6999, 3, 1792, 4220, 7499, 3, 5763, 3, 5496, 6034, 2963, 6945, 6603, 3, 2186, 1621, 6860, 2186, 2987, 3, 6092, 3005, 326, 3325, 5547, 3, 2068, 3246, 2947, 6092, 1267, 3663, 2781, 134, 3, 5]","[2, 5496, 5511, 1169, 5488, 3151, 3606, 3173, 3, 5]","[2, 1792, 1944, 2972, 123, 123, 123, 3, 5528, 5648, 134, 3, 5]",아 왜ㅐ... [SEP] 하면 안돼? [SEP] 
"[2, 581, 2369, 2943, 2931, 134, 3, 5]","[2, 723, 803, 2960, 1525, 5689, 141, 141, 3, 6653, 2963, 6215, 5491, 2947, 3, 5560, 1795, 2925, 2930, 5878, 3, 6266, 6851, 6461, 2764, 3010, 2987, 6999, 3, 1792, 4220, 7499, 3, 5763, 3, 5496, 6034, 2963, 6945, 6603, 3, 2186, 1621, 6860, 2186, 2987, 3, 6092, 3005, 326, 3325, 5547, 3, 2068, 3246, 2947, 6092, 1267, 3663, 2781, 134, 3, 5]","[2, 5496, 5511, 1169, 5488, 3151, 3606, 3173, 3, 5]","[2, 1792, 1944, 2972, 123, 123, 123, 3, 5528, 5648, 134, 3, 5]","[2, 6029, 5608, 7293, 3, 6409, 5695, 1863, 3043, 7794, 3, 6563, 2947, 6389, 6471, 2960, 3, 5]",마음대로 하세요 [SEP] 두개밖에 없ㅅ는듯 [SEP] 빅데이터는 쌤이 다이고 [SEP] 
"[2, 723, 803, 2960, 1525, 5689, 141, 141, 3, 6653, 2963, 6215, 5491, 2947, 3, 5560, 1795, 2925, 2930, 5878, 3, 6266, 6851, 6461, 2764, 3010, 2987, 6999, 3, 1792, 4220, 7499, 3, 5763, 3, 5496, 6034, 2963, 6945, 6603, 3, 2186, 1621, 6860, 2186, 2987, 3, 6092, 3005, 326, 3325, 5547, 3, 2068, 3246, 2947, 6092, 1267, 3663, 2781, 134, 3, 5]","[2, 5496, 5511, 1169, 5488, 3151, 3606, 3173, 3, 5]","[2, 1792, 1944, 2972, 123, 123, 123, 3, 5528, 5648, 134, 3, 5]","[2, 6029, 5608, 7293, 3, 6409, 5695, 1863, 3043, 7794, 3, 6563, 2947, 6389, 6471, 2960, 3, 5]","[2, 6044, 2947, 6817, 7256, 2921, 6838, 2950, 123, 123, 123, 3, 6635, 6092, 5524, 6215, 2186, 2987, 3, 6461, 2764, 2963, 5716, 3, 5]",빅데는 아예 언어가 달라서... [SEP] 이따가 소공이랑 창업 줄게 [SEP] 다른거 하거있어 [SEP] 
"[2, 5496, 5511, 1169, 5488, 3151, 3606, 3173, 3, 5]","[2, 1792, 1944, 2972, 123, 123, 123, 3, 5528, 5648, 134, 3, 5]","[2, 6029, 5608, 7293, 3, 6409, 5695, 1863, 3043, 7794, 3, 6563, 2947, 6389, 6471, 2960, 3, 5]","[2, 6044, 2947, 6817, 7256, 2921, 6838, 2950, 123, 123, 123, 3, 6635, 6092, 5524, 6215, 2186, 2987, 3, 6461, 2764, 2963, 5716, 3, 5]","[2, 6345, 3720, 6164, 3, 5]",고마웡ㅇㅇ [SEP] 
"[2, 1792, 1944, 2972, 123, 123, 123, 3, 5528, 5648, 134, 3, 5]","[2, 6029, 5608, 7293, 3, 6409, 5695, 1863, 3043, 7794, 3, 6563, 2947, 6389, 6471, 2960, 3, 5]","[2, 6044, 2947, 6817, 7256, 2921, 6838, 2950, 123, 123, 123, 3, 6635, 6092, 5524, 6215, 2186, 2987, 3, 6461, 2764, 2963, 5716, 3, 5]","[2, 6345, 3720, 6164, 3, 5]","[2, 6090, 123, 123, 123, 3, 160, 3005, 5458, 6568, 2965, 5510, 2935, 3, 6926, 2971, 6858, 6819, 3, 5588, 2947, 2162, 6751, 2999, 3, 5622, 3244, 5603, 3, 5]",응원해... [SEP] R도 내가 내용을 모르니 [SEP] 도와중 수가 없네 [SEP] 공부는 좀 했다만 [SEP] 문제를 몰라 [SEP] 
"[2, 6029, 5608, 7293, 3, 6409, 5695, 1863, 3043, 7794, 3, 6563, 2947, 6389, 6471, 2960, 3, 5]","[2, 6044, 2947, 6817, 7256, 2921, 6838, 2950, 123, 123, 123, 3, 6635, 6092, 5524, 6215, 2186, 2987, 3, 6461, 2764, 2963, 5716, 3, 5]","[2, 6345, 3720, 6164, 3, 5]","[2, 6090, 123, 123, 123, 3, 160, 3005, 5458, 6568, 2965, 5510, 2935, 3, 6926, 2971, 6858, 6819, 3, 5588, 2947, 2162, 6751, 2999, 3, 5622, 3244, 5603, 3, 5]","[2, 5902, 5475, 5825, 5722, 5842, 3, 5]",모르겠으면 그때 물어볼게 [SEP] 
"[2, 6044, 2947, 6817, 7256, 2921, 6838, 2950, 123, 123, 123, 3, 6635, 6092, 5524, 6215, 2186, 2987, 3, 6461, 2764, 2963, 5716, 3, 5]","[2, 6345, 3720, 6164, 3, 5]","[2, 6090, 123, 123, 123, 3, 160, 3005, 5458, 6568, 2965, 5510, 2935, 3, 6926, 2971, 6858, 6819, 3, 5588, 2947, 2162, 6751, 2999, 3, 5622, 3244, 5603, 3, 5]","[2, 5902, 5475, 5825, 5722, 5842, 3, 5]","[2, 5458, 764, 6322, 4451, 3, 5]",내가 더 고맙짛 [SEP] 
"[2, 6345, 3720, 6164, 3, 5]","[2, 6090, 123, 123, 123, 3, 160, 3005, 5458, 6568, 2965, 5510, 2935, 3, 6926, 2971, 6858, 6819, 3, 5588, 2947, 2162, 6751, 2999, 3, 5622, 3244, 5603, 3, 5]","[2, 5902, 5475, 5825, 5722, 5842, 3, 5]","[2, 5458, 764, 6322, 4451, 3, 5]","[2, 5458, 764, 6345, 3310, 3201, 3, 134, 119, 134, 119, 134, 3, 5]",내가 더 고마운뎅 [SEP] ?!?!? [SEP] 
"[2, 6090, 123, 123, 123, 3, 160, 3005, 5458, 6568, 2965, 5510, 2935, 3, 6926, 2971, 6858, 6819, 3, 5588, 2947, 2162, 6751, 2999, 3, 5622, 3244, 5603, 3, 5]","[2, 5902, 5475, 5825, 5722, 5842, 3, 5]","[2, 5458, 764, 6322, 4451, 3, 5]","[2, 5458, 764, 6345, 3310, 3201, 3, 134, 119, 134, 119, 134, 3, 5]","[2, 6394, 134, 3, 5485, 7272, 5626, 123, 123, 123, 5451, 3, 5]",그런거야? [SEP] 그럼 그런걸로 하자...ㅋㅋㅋ [SEP] 
"[2, 5902, 5475, 5825, 5722, 5842, 3, 5]","[2, 5458, 764, 6322, 4451, 3, 5]","[2, 5458, 764, 6345, 3310, 3201, 3, 134, 119, 134, 119, 134, 3, 5]","[2, 6394, 134, 3, 5485, 7272, 5626, 123, 123, 123, 5451, 3, 5]","[2, 1284, 3082, 3481, 7069, 3153, 3, 5]",므해매애ㅐ앵 [SEP] 
"[2, 5458, 764, 6322, 4451, 3, 5]","[2, 5458, 764, 6345, 3310, 3201, 3, 134, 119, 134, 119, 134, 3, 5]","[2, 6394, 134, 3, 5485, 7272, 5626, 123, 123, 123, 5451, 3, 5]","[2, 1284, 3082, 3481, 7069, 3153, 3, 5]","[2, 2648, 2064, 6420, 3, 1792, 2932, 3481, 1792, 2932, 3481, 3, 6, 1782, 3, 5917, 677, 2990, 2946, 6330, 3, 5]",팀 일하는중 [SEP] 아지매 아지매 [SEP] 최다빈씨 [SEP] 당신 뉴스나왔어 [SEP] 
"[2, 5458, 764, 6345, 3310, 3201, 3, 134, 119, 134, 119, 134, 3, 5]","[2, 6394, 134, 3, 5485, 7272, 5626, 123, 123, 123, 5451, 3, 5]","[2, 1284, 3082, 3481, 7069, 3153, 3, 5]","[2, 2648, 2064, 6420, 3, 1792, 2932, 3481, 1792, 2932, 3481, 3, 6, 1782, 3, 5917, 677, 2990, 2946, 6330, 3, 5]","[2, 5512, 3043, 3339, 3171, 3, 5450, 6018, 5478, 2349, 3166, 3, 5]",미친ㅅ끼들 [SEP] 아니 이런거 어케 찾누 [SEP] 
"[2, 6394, 134, 3, 5485, 7272, 5626, 123, 123, 123, 5451, 3, 5]","[2, 1284, 3082, 3481, 7069, 3153, 3, 5]","[2, 2648, 2064, 6420, 3, 1792, 2932, 3481, 1792, 2932, 3481, 3, 6, 1782, 3, 5917, 677, 2990, 2946, 6330, 3, 5]","[2, 5512, 3043, 3339, 3171, 3, 5450, 6018, 5478, 2349, 3166, 3, 5]","[2, 5491, 3244, 1855, 3775, 2967, 1504, 2930, 5749, 2947, 3, 7605, 2942, 5512, 1844, 3204, 3171, 3, 5]",이거를 언론에 뿌려버리는 [SEP] GSM의 미친 양반들 [SEP] 
"[2, 1284, 3082, 3481, 7069, 3153, 3, 5]","[2, 2648, 2064, 6420, 3, 1792, 2932, 3481, 1792, 2932, 3481, 3, 6, 1782, 3, 5917, 677, 2990, 2946, 6330, 3, 5]","[2, 5512, 3043, 3339, 3171, 3, 5450, 6018, 5478, 2349, 3166, 3, 5]","[2, 5491, 3244, 1855, 3775, 2967, 1504, 2930, 5749, 2947, 3, 7605, 2942, 5512, 1844, 3204, 3171, 3, 5]","[2, 6953, 2987, 7450, 3, 388, 7201, 6642, 2935, 3, 2392, 3228, 3419, 2969, 3082, 3077, 2256, 3406, 3171, 2934, 3, 5]",보이게 하라고 [SEP] 그지랄 한거니 [SEP] 초상권침해다 짜식들아 [SEP] 
"[2, 2648, 2064, 6420, 3, 1792, 2932, 3481, 1792, 2932, 3481, 3, 6, 1782, 3, 5917, 677, 2990, 2946, 6330, 3, 5]","[2, 5512, 3043, 3339, 3171, 3, 5450, 6018, 5478, 2349, 3166, 3, 5]","[2, 5491, 3244, 1855, 3775, 2967, 1504, 2930, 5749, 2947, 3, 7605, 2942, 5512, 1844, 3204, 3171, 3, 5]","[2, 6953, 2987, 7450, 3, 388, 7201, 6642, 2935, 3, 2392, 3228, 3419, 2969, 3082, 3077, 2256, 3406, 3171, 2934, 3, 5]","[2, 317, 3219, 3082, 6069, 3, 536, 5956, 1451, 3637, 3048, 3, 5]",고소해버려 [SEP] 나라도 빡칠듯 [SEP] 
"[2, 5512, 3043, 3339, 3171, 3, 5450, 6018, 5478, 2349, 3166, 3, 5]","[2, 5491, 3244, 1855, 3775, 2967, 1504, 2930, 5749, 2947, 3, 7605, 2942, 5512, 1844, 3204, 3171, 3, 5]","[2, 6953, 2987, 7450, 3, 388, 7201, 6642, 2935, 3, 2392, 3228, 3419, 2969, 3082, 3077, 2256, 3406, 3171, 2934, 3, 5]","[2, 317, 3219, 3082, 6069, 3, 536, 5956, 1451, 3637, 3048, 3, 5]","[2, 125, 2996, 125, 3223, 3218, 5837, 6305, 5449, 3, 5450, 5522, 2714, 3103, 3323, 3, 5604, 6815, 3, 7257, 3202, 529, 2960, 7042, 5668, 3114, 7804, 6252, 2960, 3, 5]",1일 1과목 과제 하고있는데 [SEP] 아니 존나 표정봐 [SEP] 저거 분명 [SEP] 이어폰 끼고 드라마 보고있었던거라고 [SEP] 
"[2, 5491, 3244, 1855, 3775, 2967, 1504, 2930, 5749, 2947, 3, 7605, 2942, 5512, 1844, 3204, 3171, 3, 5]","[2, 6953, 2987, 7450, 3, 388, 7201, 6642, 2935, 3, 2392, 3228, 3419, 2969, 3082, 3077, 2256, 3406, 3171, 2934, 3, 5]","[2, 317, 3219, 3082, 6069, 3, 536, 5956, 1451, 3637, 3048, 3, 5]","[2, 125, 2996, 125, 3223, 3218, 5837, 6305, 5449, 3, 5450, 5522, 2714, 3103, 3323, 3, 5604, 6815, 3, 7257, 3202, 529, 2960, 7042, 5668, 3114, 7804, 6252, 2960, 3, 5]","[2, 1944, 866, 3140, 5480, 134, 134, 3, 5]",왜 들간거야?? [SEP] 
"[2, 6953, 2987, 7450, 3, 388, 7201, 6642, 2935, 3, 2392, 3228, 3419, 2969, 3082, 3077, 2256, 3406, 3171, 2934, 3, 5]","[2, 317, 3219, 3082, 6069, 3, 536, 5956, 1451, 3637, 3048, 3, 5]","[2, 125, 2996, 125, 3223, 3218, 5837, 6305, 5449, 3, 5450, 5522, 2714, 3103, 3323, 3, 5604, 6815, 3, 7257, 3202, 529, 2960, 7042, 5668, 3114, 7804, 6252, 2960, 3, 5]","[2, 1944, 866, 3140, 5480, 134, 134, 3, 5]","[2, 5532, 3151, 2936, 5645, 123, 123, 123, 3, 233, 2932, 123, 123, 123, 3, 5]",들어오라길래... [SEP] 갔지... [SEP] 
"[2, 317, 3219, 3082, 6069, 3, 536, 5956, 1451, 3637, 3048, 3, 5]","[2, 125, 2996, 125, 3223, 3218, 5837, 6305, 5449, 3, 5450, 5522, 2714, 3103, 3323, 3, 5604, 6815, 3, 7257, 3202, 529, 2960, 7042, 5668, 3114, 7804, 6252, 2960, 3, 5]","[2, 1944, 866, 3140, 5480, 134, 134, 3, 5]","[2, 5532, 3151, 2936, 5645, 123, 123, 123, 3, 233, 2932, 123, 123, 123, 3, 5]","[2, 6539, 1795, 3308, 5480, 123, 123, 123, 3, 5]",아무도 안볼거야... [SEP] 
"[2, 125, 2996, 125, 3223, 3218, 5837, 6305, 5449, 3, 5450, 5522, 2714, 3103, 3323, 3, 5604, 6815, 3, 7257, 3202, 529, 2960, 7042, 5668, 3114, 7804, 6252, 2960, 3, 5]","[2, 1944, 866, 3140, 5480, 134, 134, 3, 5]","[2, 5532, 3151, 2936, 5645, 123, 123, 123, 3, 233, 2932, 123, 123, 123, 3, 5]","[2, 6539, 1795, 3308, 5480, 123, 123, 123, 3, 5]","[2, 6, 2059, 1387, 5583, 3, 6306, 123, 123, 123, 3, 5]",의현이 봤더라 [SEP] 미친놈... [SEP] 
"[2, 1944, 866, 3140, 5480, 134, 134, 3, 5]","[2, 5532, 3151, 2936, 5645, 123, 123, 123, 3, 233, 2932, 123, 123, 123, 3, 5]","[2, 6539, 1795, 3308, 5480, 123, 123, 123, 3, 5]","[2, 6, 2059, 1387, 5583, 3, 6306, 123, 123, 123, 3, 5]","[2, 6583, 5994, 5997, 7980, 6860, 2936, 123, 123, 123, 217, 3, 6382, 2947, 5561, 2926, 3, 5]",남자애들 디코방에 있는거라...ㅠ [SEP] 프사는 언제여 [SEP] 
"[2, 5532, 3151, 2936, 5645, 123, 123, 123, 3, 233, 2932, 123, 123, 123, 3, 5]","[2, 6539, 1795, 3308, 5480, 123, 123, 123, 3, 5]","[2, 6, 2059, 1387, 5583, 3, 6306, 123, 123, 123, 3, 5]","[2, 6583, 5994, 5997, 7980, 6860, 2936, 123, 123, 123, 217, 3, 6382, 2947, 5561, 2926, 3, 5]","[2, 2652, 3665, 3358, 3665, 3030, 3, 5]",파릇파릇한 [SEP] 
"[2, 6539, 1795, 3308, 5480, 123, 123, 123, 3, 5]","[2, 6, 2059, 1387, 5583, 3, 6306, 123, 123, 123, 3, 5]","[2, 6583, 5994, 5997, 7980, 6860, 2936, 123, 123, 123, 217, 3, 6382, 2947, 5561, 2926, 3, 5]","[2, 2652, 3665, 3358, 3665, 3030, 3, 5]","[2, 2193, 3424, 7605, 5448, 3, 5]",중1 gsmㅋㅋㅋ [SEP] 
"[2, 6, 2059, 1387, 5583, 3, 6306, 123, 123, 123, 3, 5]","[2, 6583, 5994, 5997, 7980, 6860, 2936, 123, 123, 123, 217, 3, 6382, 2947, 5561, 2926, 3, 5]","[2, 2652, 3665, 3358, 3665, 3030, 3, 5]","[2, 2193, 3424, 7605, 5448, 3, 5]","[2, 2652, 3665, 3358, 3665, 3030, 1687, 3324, 3210, 1685, 3249, 3, 5]",파릇파릇한 신입생 시절 [SEP] 
"[2, 6583, 5994, 5997, 7980, 6860, 2936, 123, 123, 123, 217, 3, 6382, 2947, 5561, 2926, 3, 5]","[2, 2652, 3665, 3358, 3665, 3030, 3, 5]","[2, 2193, 3424, 7605, 5448, 3, 5]","[2, 2652, 3665, 3358, 3665, 3030, 1687, 3324, 3210, 1685, 3249, 3, 5]","[2, 388, 3633, 2947, 2344, 3, 2652, 3665, 3358, 3665, 6419, 3, 5754, 2849, 3367, 811, 6248, 3, 5]",그떄는 참 [SEP] 파릇파릇했지 [SEP] 지금은 화석 돼버림 [SEP] 
"[2, 2652, 3665, 3358, 3665, 3030, 3, 5]","[2, 2193, 3424, 7605, 5448, 3, 5]","[2, 2652, 3665, 3358, 3665, 3030, 1687, 3324, 3210, 1685, 3249, 3, 5]","[2, 388, 3633, 2947, 2344, 3, 2652, 3665, 3358, 3665, 6419, 3, 5754, 2849, 3367, 811, 6248, 3, 5]","[2, 1373, 3005, 3244, 7614, 3077, 3164, 2932, 3, 5472, 1239, 4959, 3, 2193, 3366, 3633, 7211, 6068, 3, 5564, 629, 5519, 3, 7984, 7614, 5971, 5610, 7770, 2951, 5449, 3, 5472, 5999, 3, 5678, 123, 123, 123, 3, 5]",복도를 뛰어다녔지 [SEP] 이제 못뜀 [SEP] 중딩떄까지만 해도 [SEP] 애들 놀리고 [SEP] 학교를 뛰어다니면서 도망쳤는데 [SEP] 이제 못해 [SEP] 안해... [SEP] 
"[2, 2193, 3424, 7605, 5448, 3, 5]","[2, 2652, 3665, 3358, 3665, 3030, 1687, 3324, 3210, 1685, 3249, 3, 5]","[2, 388, 3633, 2947, 2344, 3, 2652, 3665, 3358, 3665, 6419, 3, 5754, 2849, 3367, 811, 6248, 3, 5]","[2, 1373, 3005, 3244, 7614, 3077, 3164, 2932, 3, 5472, 1239, 4959, 3, 2193, 3366, 3633, 7211, 6068, 3, 5564, 629, 5519, 3, 7984, 7614, 5971, 5610, 7770, 2951, 5449, 3, 5472, 5999, 3, 5678, 123, 123, 123, 3, 5]","[2, 6289, 536, 5758, 3, 5]",허리 나간다 [SEP] 
"[2, 2652, 3665, 3358, 3665, 3030, 1687, 3324, 3210, 1685, 3249, 3, 5]","[2, 388, 3633, 2947, 2344, 3, 2652, 3665, 3358, 3665, 6419, 3, 5754, 2849, 3367, 811, 6248, 3, 5]","[2, 1373, 3005, 3244, 7614, 3077, 3164, 2932, 3, 5472, 1239, 4959, 3, 2193, 3366, 3633, 7211, 6068, 3, 5564, 629, 5519, 3, 7984, 7614, 5971, 5610, 7770, 2951, 5449, 3, 5472, 5999, 3, 5678, 123, 123, 123, 3, 5]","[2, 6289, 536, 5758, 3, 5]","[2, 7823, 123, 123, 123, 123, 3, 5450, 536, 1317, 3218, 1792, 3511, 3, 1944, 5468, 2932, 7603, 3, 6001, 2928, 5858, 3, 7370, 5858, 2950, 3, 5729, 2921, 6900, 2987, 693, 6401, 3, 5]",마자.... [SEP] 아니 나 발목 아픔 [SEP] 왜 그런지 모르겠는데 [SEP] ㅈㄴ내 아파 [SEP] 쥰내 아파서 [SEP] 하루가 다르게 늙어가 [SEP] 
"[2, 388, 3633, 2947, 2344, 3, 2652, 3665, 3358, 3665, 6419, 3, 5754, 2849, 3367, 811, 6248, 3, 5]","[2, 1373, 3005, 3244, 7614, 3077, 3164, 2932, 3, 5472, 1239, 4959, 3, 2193, 3366, 3633, 7211, 6068, 3, 5564, 629, 5519, 3, 7984, 7614, 5971, 5610, 7770, 2951, 5449, 3, 5472, 5999, 3, 5678, 123, 123, 123, 3, 5]","[2, 6289, 536, 5758, 3, 5]","[2, 7823, 123, 123, 123, 123, 3, 5450, 536, 1317, 3218, 1792, 3511, 3, 1944, 5468, 2932, 7603, 3, 6001, 2928, 5858, 3, 7370, 5858, 2950, 3, 5729, 2921, 6900, 2987, 693, 6401, 3, 5]","[2, 6380, 2970, 3118, 123, 123, 3, 5459, 6736, 1598, 3218, 1372, 3192, 3079, 5938, 3, 5458, 5541, 3411, 2769, 2186, 5476, 3, 5]",뭔일이ㅑ.. [SEP] 나도 요즘은 손목 보호대 한다 [SEP] 내가 이런걸 할 줄이야 [SEP] 
"[2, 1373, 3005, 3244, 7614, 3077, 3164, 2932, 3, 5472, 1239, 4959, 3, 2193, 3366, 3633, 7211, 6068, 3, 5564, 629, 5519, 3, 7984, 7614, 5971, 5610, 7770, 2951, 5449, 3, 5472, 5999, 3, 5678, 123, 123, 123, 3, 5]","[2, 6289, 536, 5758, 3, 5]","[2, 7823, 123, 123, 123, 123, 3, 5450, 536, 1317, 3218, 1792, 3511, 3, 1944, 5468, 2932, 7603, 3, 6001, 2928, 5858, 3, 7370, 5858, 2950, 3, 5729, 2921, 6900, 2987, 693, 6401, 3, 5]","[2, 6380, 2970, 3118, 123, 123, 3, 5459, 6736, 1598, 3218, 1372, 3192, 3079, 5938, 3, 5458, 5541, 3411, 2769, 2186, 5476, 3, 5]","[2, 5573, 2947, 1795, 2934, 4163, 5449, 123, 123, 123, 3, 1598, 3218, 6955, 3082, 123, 123, 123, 3, 5990, 5496, 5584, 134, 3, 5]",어제는 안아팠는데... [SEP] 손목 조심해... [SEP] 오늘도 운동했어? [SEP] 
"[2, 6289, 536, 5758, 3, 5]","[2, 7823, 123, 123, 123, 123, 3, 5450, 536, 1317, 3218, 1792, 3511, 3, 1944, 5468, 2932, 7603, 3, 6001, 2928, 5858, 3, 7370, 5858, 2950, 3, 5729, 2921, 6900, 2987, 693, 6401, 3, 5]","[2, 6380, 2970, 3118, 123, 123, 3, 5459, 6736, 1598, 3218, 1372, 3192, 3079, 5938, 3, 5458, 5541, 3411, 2769, 2186, 5476, 3, 5]","[2, 5573, 2947, 1795, 2934, 4163, 5449, 123, 123, 123, 3, 1598, 3218, 6955, 3082, 123, 123, 123, 3, 5990, 5496, 5584, 134, 3, 5]","[2, 5472, 5745, 3, 5692, 6598, 3, 5]",이제 해야지 [SEP] 죽을거같음 [SEP] 
"[2, 7823, 123, 123, 123, 123, 3, 5450, 536, 1317, 3218, 1792, 3511, 3, 1944, 5468, 2932, 7603, 3, 6001, 2928, 5858, 3, 7370, 5858, 2950, 3, 5729, 2921, 6900, 2987, 693, 6401, 3, 5]","[2, 6380, 2970, 3118, 123, 123, 3, 5459, 6736, 1598, 3218, 1372, 3192, 3079, 5938, 3, 5458, 5541, 3411, 2769, 2186, 5476, 3, 5]","[2, 5573, 2947, 1795, 2934, 4163, 5449, 123, 123, 123, 3, 1598, 3218, 6955, 3082, 123, 123, 123, 3, 5990, 5496, 5584, 134, 3, 5]","[2, 5472, 5745, 3, 5692, 6598, 3, 5]","[2, 6938, 5547, 3, 5462, 539, 5482, 5805, 7024, 6840, 2970, 5769, 3, 5]",우리집인가 [SEP] 근데 난 그거 별로 신경 안쓰이던데 [SEP] 
"[2, 6380, 2970, 3118, 123, 123, 3, 5459, 6736, 1598, 3218, 1372, 3192, 3079, 5938, 3, 5458, 5541, 3411, 2769, 2186, 5476, 3, 5]","[2, 5573, 2947, 1795, 2934, 4163, 5449, 123, 123, 123, 3, 1598, 3218, 6955, 3082, 123, 123, 123, 3, 5990, 5496, 5584, 134, 3, 5]","[2, 5472, 5745, 3, 5692, 6598, 3, 5]","[2, 6938, 5547, 3, 5462, 539, 5482, 5805, 7024, 6840, 2970, 5769, 3, 5]","[2, 5464, 123, 123, 123, 134, 3, 5485, 388, 3200, 5461, 5644, 2947, 2960, 1525, 4156, 3, 5]",그래...? [SEP] 그럼 그돈으로 맛있는고 사줭 [SEP] 
